나나7873,48.5,108.5
나나7974,48.5,108.5
나나8075,48.5,108.5
나나8176,48.5,108.5
나나8277,48.5,108.5
나나8378,48.5,108.5
나나8479,48.5,108.5
나나8580,49.1,109.8
나나8681,49.1,109.8
나나8782,49.1,109.8
나나8883,49.1,109.8
나나8984,49.1,109.8
나나9085,49.1,109.8
나나9186,47.8,107.1
나나9287,47.8,107.1
나나9388,47.8,107.1
나나9489,47.8,107.1
나나9590,47.8,107.1
나나9691,47.8,107.1
나나9792,47.8,107.1
나나9893,47.8,107.1
나나9994,47.8,107.1
다나0095,47.8,107.1
다나0196,47.8,107.1
다나0297,46.6,104.3
다나0398,46.6,104.3
다나0499,46.6,104.3
나나7973,48.5,108.5
나나8074,48.5,108.5
나나8175,48.5,108.5
나나8276,48.5,108.5
나나8377,48.5,108.5
나나8478,48.5,108.5
나나8579,48.5,108.5
나나8680,49.1,109.8
나나8781,49.1,109.8
나나8882,49.1,109.8
나나8983,49.1,109.8
나나9084,49.1,109.8
나나9185,49.1,109.8
나나9286,47.8,107.1
나나9387,47.8,107.1
나나9488,47.8,107.1
나나9589,47.8,107.1
나나9690,47.8,107.1
나나9791,47.8,107.1
나나9892,47.8,107.1
나나9993,47.8,107.1
다나0094,47.8,107.1
다나0195,47.8,107.1
다나0296,46.6,104.3
다나0397,46.6,104.3
다나0498,46.6,104.3
다나0599,46.6,104.3
나나8073,48.5,108.5
나나8174,48.5,108.5
나나8275,48.5,108.5
나나8376,48.5,108.5
나나8477,48.5,108.5
나나8578,48.5,108.5
나나8679,48.5,108.5
나나8780,48.5,108.5
나나8881,49.1,109.8
나나8982,49.1,109.8
나나9083,49.1,109.8
나나9184,49.1,109.8
나나9285,47.8,107.1
나나9386,47.8,107.1
나나9487,47.8,107.1
나나9588,47.8,107.1
나나9689,47.8,107.1
나나9790,47.8,107.1
나나9891,47.8,107.1
나나9992,47.8,107.1
다나0093,47.8,107.1
다나0194,47.8,107.1
다나0295,46.6,104.3
다나0396,46.6,104.3
다나0497,46.6,104.3
다나0598,46.6,104.3
다나0699,46.6,104.3
나나8072,48.5,108.5
나나8173,48.5,108.5
나나8274,48.5,108.5
나나8375,48.5,108.5
나나8476,48.5,108.5
나나8577,48.5,108.5
